ticker,asset_class,window,forgetting_factor,ls_sharpe,hit_rate,rmse
HYG,Fixed Income,100,0.98,-0.0043179607645568155,0.5178258328462887,0.0053627172830037866
IEF,Fixed Income,100,0.98,0.3476075119895822,0.5049303944315545,0.004179064109619751
IWM,US Equity,100,0.98,0.018548672696825832,0.5118291979226774,0.014026770118016209
LQD,Fixed Income,100,0.98,0.15184028873122662,0.5189063408958697,0.004965506809134034
QQQ,US Equity,100,0.98,-0.032355867526161326,0.534547557097427,0.013043800175250987
SLV,Commodity,100,0.98,0.10907816753207494,0.5093951849677041,0.01822740497343354
SPY,US Equity,100,0.98,-0.08311276109099375,0.5229702398150824,0.01080360527632904
TIP,Fixed Income,100,0.98,0.23373779741935072,0.5052539404553416,0.003673127027734231
TLT,Fixed Income,100,0.98,0.302756065580049,0.5069404279930596,0.009649590119948063
USO,Commodity,100,0.98,0.21307790723529701,0.5123367198838897,0.02279525705738934
VNQ,Real Estate,100,0.98,-0.07901626053776162,0.5124421296296297,0.012813318491257579
XLE,US Equity,100,0.98,0.01522942855347461,0.5073763378652011,0.017605956257532012
XLF,US Equity,100,0.98,0.13187151414184795,0.5118317265556529,0.013888365743640814
XLK,US Equity,100,0.98,-0.04565038056727641,0.5265756607609643,0.01365657463267583
XLP,US Equity,100,0.98,-0.029553643856789234,0.5100788781770377,0.008796201204053233
XLU,US Equity,100,0.98,-0.4835147292294619,0.5068294100552165,0.01130269859555455
XLV,US Equity,100,0.98,-0.08399239173741642,0.5152483299448156,0.01029271758811432
DBC,Commodity,100,0.99,0.26090304468301245,0.5080906148867314,0.010784050795419015
DIA,US Equity,100,0.99,0.16346287055987058,0.5288850375505488,0.010502341373258233
EEM,Intl Equity,100,0.99,-0.11395365426416834,0.5103107754864943,0.013416261937847023
EFA,Intl Equity,100,0.99,-0.1410119722942921,0.5126123514062046,0.011398800903246162
EWJ,Intl Equity,100,0.99,-0.12449985202744925,0.5124816446402349,0.011129036743288741
FXI,Intl Equity,100,0.99,-0.1732948939244862,0.49796747967479676,0.017321183564061163
GLD,Commodity,100,0.99,0.30934826397780735,0.5202312138728323,0.009753629635510696
HYG,Fixed Income,100,0.99,-0.10610428644317169,0.5175336060783168,0.005351991395890445
IEF,Fixed Income,100,0.99,0.46488193259830846,0.5145011600928074,0.004168324797374102
IWM,US Equity,100,0.99,0.11829171728238916,0.516733987305251,0.013990934843506306
LQD,Fixed Income,100,0.99,0.35010432519311896,0.5212332751599767,0.0049556770928158465
QQQ,US Equity,100,0.99,0.2951526322785079,0.5469788956345765,0.013004947380096301
SLV,Commodity,100,0.99,-0.12305169831509967,0.5099823840281855,0.018179583611964163
SPY,US Equity,100,0.99,-0.027262415970735202,0.5255706443224502,0.0107736353262979
TIP,Fixed Income,100,0.99,0.16575055613710493,0.5040863981319322,0.003663075983495498
TLT,Fixed Income,100,0.99,0.36815401069152714,0.5199537304800462,0.009625216824694673
USO,Commodity,100,0.99,0.22932622651698228,0.5068214804063861,0.022753926579864168
VNQ,Real Estate,100,0.99,-0.11483577743968759,0.5121527777777778,0.01278440740692601
XLE,US Equity,100,0.99,-0.009647063875026672,0.5059299971073185,0.01756552503631038
XLF,US Equity,100,0.99,0.21247786509433278,0.5205959684487291,0.013858048327026628
XLK,US Equity,100,0.99,0.3159627394689418,0.5373221028173105,0.013615721462150461
XLP,US Equity,100,0.99,-0.07678881899458054,0.5159217061057552,0.008772119679823888
XLU,US Equity,100,0.99,-0.011933777760183614,0.5277535600116245,0.011275417431202644
XLV,US Equity,100,0.99,-0.09385600405331897,0.5196049956433343,0.010262725725159702
DBC,Commodity,100,1.0,-0.0031036998711233116,0.4766107678729038,0.010774430422000188
DIA,US Equity,100,1.0,0.4979269342180027,0.5375505488157135,0.010475481213254574
EEM,Intl Equity,100,1.0,-0.22271654923206652,0.4992738890502469,0.01338286215045651
EFA,Intl Equity,100,1.0,-0.00039851216771308806,0.517541316323572,0.011372890688538733
EWJ,Intl Equity,100,1.0,0.2937116204736837,0.5218795888399412,0.011098456963761928
FXI,Intl Equity,100,1.0,-0.113275963601589,0.4915795586527294,0.017268657269581853
GLD,Commodity,100,1.0,0.1557246221593245,0.5144508670520231,0.009737932567088914
HYG,Fixed Income,100,1.0,0.3456009968207185,0.5292226767971946,0.005343176398095127
IEF,Fixed Income,100,1.0,0.3271845997385727,0.5197215777262181,0.004163372659641325
IWM,US Equity,100,1.0,0.36187329271665364,0.5340450086555106,0.013949165291162934
LQD,Fixed Income,100,1.0,0.46832149953281743,0.5418848167539267,0.004949677195132949
QQQ,US Equity,100,1.0,0.7401258862772571,0.5533391153512576,0.012972313725803217
SLV,Commodity,100,1.0,-0.1772981812896657,0.4961832061068702,0.018142819014241175
SPY,US Equity,100,1.0,0.603251572546805,0.5385726668592892,0.01074689438663441
TIP,Fixed Income,100,1.0,0.42604264734570807,0.5195563339171045,0.003656708603451054
TLT,Fixed Income,100,1.0,0.231771000050447,0.5231347599768652,0.009611805946779987
USO,Commodity,100,1.0,0.10605850714209455,0.47866473149492017,0.02273395025199906
VNQ,Real Estate,100,1.0,0.2504222550791138,0.5353009259259259,0.012755477455099258
XLE,US Equity,100,1.0,-0.39260845161910535,0.5007231703789413,0.01752633767607776
XLF,US Equity,100,1.0,0.48794939605334137,0.5287759275489337,0.013830526931636345
XLK,US Equity,100,1.0,0.6322151367608005,0.5440023235550392,0.01358076360037756
XLP,US Equity,100,1.0,0.7644632286157043,0.5398773006134969,0.008746563584972058
XLU,US Equity,100,1.0,0.452983694416311,0.5358907294391165,0.011246860869586598
XLV,US Equity,100,1.0,0.6344571877099778,0.5323845483589893,0.010237110980381969
DBC,Commodity,250,0.95,0.3263059784984987,0.5227982510930669,0.010655987164048367
DIA,US Equity,250,0.95,-0.0003513745247930198,0.5214592274678111,0.010325480028040488
EEM,Intl Equity,250,0.95,0.014579327252668257,0.5016959605303731,0.012837624514336381
EFA,Intl Equity,250,0.95,0.03349919756681175,0.5132307692307693,0.010683414371476638
EWJ,Intl Equity,250,0.95,-0.23917938480637094,0.4996886674968867,0.010915696254489734
FXI,Intl Equity,250,0.95,0.020780802759356218,0.5026178010471204,0.017158439682768218
GLD,Commodity,250,0.95,0.034259018804364515,0.5001533272002453,0.009558720512860521
HYG,Fixed Income,250,0.95,0.24196630228717875,0.5234108527131783,0.00511568113081708
IEF,Fixed Income,250,0.95,0.4198975615841618,0.49984610649430594,0.00413185699206604
IWM,US Equity,250,0.95,-0.03377516266972955,0.505511328842621,0.013494605040802063
LQD,Fixed Income,250,0.95,0.4924000574153208,0.5175925925925926,0.005043085801269165
QQQ,US Equity,250,0.95,-0.06243486814975145,0.5234590616375345,0.01295150908021018
SLV,Commodity,250,0.95,0.10972889351805631,0.49750467872738613,0.017190347738708242
SPY,US Equity,250,0.95,-0.04812778537018496,0.5188592456301748,0.010508538970975258
TIP,Fixed Income,250,0.95,0.11548609217168584,0.5077495350278983,0.003639896130690054
TLT,Fixed Income,250,0.95,0.11735082628431552,0.4950890116635973,0.009424423158846723
USO,Commodity,250,0.95,0.09571550329085776,0.5080098582871226,0.023001990388038844
VNQ,Real Estate,250,0.95,0.09596074241854397,0.5098280098280098,0.01234276941756467
XLE,US Equity,250,0.95,0.1099285032370406,0.5104294478527608,0.017457369558758942
XLF,US Equity,250,0.95,0.048878862044510696,0.5021698698078115,0.01324606630843248
XLK,US Equity,250,0.95,-0.011275632653500825,0.5215782983970407,0.01367262844306532
XLP,US Equity,250,0.95,-0.04601232477286063,0.5024798512089275,0.008775736934377065
XLU,US Equity,250,0.95,-0.11152043105725441,0.5093990755007705,0.011384975875975041
XLV,US Equity,250,0.95,-0.4626595021516746,0.5,0.010158838993672715
DBC,Commodity,250,0.98,-0.009448544942492504,0.5199875078076203,0.010587512797335628
DIA,US Equity,250,0.98,-0.10630595170416642,0.5196198651134274,0.01025000682364963
EEM,Intl Equity,250,0.98,0.006573632766846937,0.509713228492137,0.01273604467101197
EFA,Intl Equity,250,0.98,-0.10132811578515036,0.512,0.010604772048785623
EWJ,Intl Equity,250,0.98,-0.25177791941798255,0.5040473225404732,0.010823572439635514
FXI,Intl Equity,250,0.98,-0.049806461805293724,0.4979981521404373,0.01701270266859736
GLD,Commodity,250,0.98,0.1405851595696832,0.5114995400183993,0.009484826407040533
HYG,Fixed Income,250,0.98,0.28578356171269986,0.5277519379844962,0.0050808933027603545
IEF,Fixed Income,250,0.98,0.278139005460343,0.5032317636195752,0.004099595988913186
IWM,US Equity,250,0.98,-0.13983045185972398,0.5104102878138396,0.013396421458261793
LQD,Fixed Income,250,0.98,0.17757956326685082,0.5182098765432098,0.005008808699650952
QQQ,US Equity,250,0.98,0.3809526507897606,0.5446182152713891,0.012836753487913764
SLV,Commodity,250,0.98,0.07910451534211954,0.5049906425452277,0.017076342651661126
SPY,US Equity,250,0.98,0.06777556075994855,0.531738730450782,0.010423183687075894
TIP,Fixed Income,250,0.98,0.07220187153203664,0.5065096094234346,0.0036080902435075423
TLT,Fixed Income,250,0.98,0.11007438834401767,0.5024554941682013,0.009348204448414678
USO,Commodity,250,0.98,0.019179071311790804,0.5092421441774492,0.02288969063236668
VNQ,Real Estate,250,0.98,0.09229009804801223,0.5168918918918919,0.01225945434012411
XLE,US Equity,250,0.98,0.10038732579461972,0.5107361963190185,0.017343153773803896
XLF,US Equity,250,0.98,0.014227530094628155,0.5099194048357099,0.01314809756735474
XLK,US Equity,250,0.98,0.21925685014240268,0.5360665844636252,0.01355045480463183
XLP,US Equity,250,0.98,-0.0433380987053237,0.5123992560446373,0.008705924715731823
XLU,US Equity,250,0.98,-0.26500524951477683,0.5149460708782743,0.011300374353813907
XLV,US Equity,250,0.98,-0.047775716077609706,0.515403573629082,0.010069331770091831
DBC,Commodity,250,0.99,0.1378122758204887,0.5134291068082448,0.010568920864138107
DIA,US Equity,250,0.99,0.17959694240794483,0.5331085223789086,0.010221918242323177
EEM,Intl Equity,250,0.99,-0.07600811755372198,0.5106382978723404,0.012701709809669103
EFA,Intl Equity,250,0.99,-0.09299617791639721,0.5166153846153846,0.01057800497857767
EWJ,Intl Equity,250,0.99,-0.35416802096925093,0.5034246575342466,0.010792812280357824
FXI,Intl Equity,250,0.99,-0.22883244227661534,0.4995380351093317,0.016960743345711217
GLD,Commodity,250,0.99,0.3261230445768768,0.5210058264336094,0.009460892538379855
HYG,Fixed Income,250,0.99,0.17435403360617957,0.5252713178294574,0.005069204236752322
IEF,Fixed Income,250,0.99,0.20642466569442489,0.502616189596799,0.0040898122582498165
IWM,US Equity,250,0.99,0.13134267306079916,0.5183710961420698,0.013362007565686042
LQD,Fixed Income,250,0.99,0.36557828812401433,0.5228395061728395,0.0049984900177265194
QQQ,US Equity,250,0.99,0.708349360649721,0.5590309720944495,0.012796739467161956
SLV,Commodity,250,0.99,0.0664938403527829,0.5077978789769183,0.017035223277671842
SPY,US Equity,250,0.99,0.2721378837507086,0.5406317080650107,0.010391996380066952
TIP,Fixed Income,250,0.99,0.32940686089358284,0.5108493490390577,0.0035980550500199484
TLT,Fixed Income,250,0.99,0.26485686098645483,0.5131982811540823,0.009326210674097776
USO,Commodity,250,0.99,-0.07984371480786992,0.5049291435613062,0.022857834689791138
VNQ,Real Estate,250,0.99,-0.0721400843044308,0.5144348894348895,0.012231251695917579
XLE,US Equity,250,0.99,0.09008316076016179,0.5134969325153375,0.017306866150839685
XLF,US Equity,250,0.99,0.1526757227435089,0.523248605083695,0.013116916210717632
XLK,US Equity,250,0.99,0.3718781569572393,0.5471639950678175,0.013507043008742899
XLP,US Equity,250,0.99,-0.013384598999163876,0.5195288282703038,0.00868031152890373
XLU,US Equity,250,0.99,-0.02839410495522235,0.5291217257318952,0.011270113671769468
XLV,US Equity,250,0.99,-0.008423790932826546,0.5280345040049291,0.01003733342377132
DBC,Commodity,250,1.0,-0.2633407664682246,0.47470331043098063,0.010563111189601284
DIA,US Equity,250,1.0,0.8058703526369877,0.5490496627835684,0.010187963174179956
EEM,Intl Equity,250,1.0,-0.02813236357333355,0.5174221399938329,0.01266419785994576
EFA,Intl Equity,250,1.0,0.458850433536432,0.5332307692307693,0.010546235783452294
EWJ,Intl Equity,250,1.0,0.46490789260674736,0.5292652552926526,0.010758172240359187
FXI,Intl Equity,250,1.0,0.12103520737323635,0.4995380351093317,0.01690672390402635
GLD,Commodity,250,1.0,-0.026378922258240435,0.5142594296228151,0.009441074137179827
HYG,Fixed Income,250,1.0,0.5931050088545999,0.536124031007752,0.005057558252433781
IEF,Fixed Income,250,1.0,0.1635408676750234,0.5158510310864881,0.004083188702148853
IWM,US Equity,250,1.0,0.5663077747928337,0.533680342927128,0.01331602956019885
LQD,Fixed Income,250,1.0,0.4167169902313841,0.5391975308641975,0.004991505967947583
QQQ,US Equity,250,1.0,0.9889167770157099,0.5614842072983748,0.01275838229980984
SLV,Commodity,250,1.0,-0.071408554613391,0.49656893325015594,0.017001693253919474
SPY,US Equity,250,1.0,0.912947881345845,0.5538178472861086,0.010359113124525358
TIP,Fixed Income,250,1.0,0.040374319922690485,0.5021698698078115,0.0035904597049449846
TLT,Fixed Income,250,1.0,0.01584931941219197,0.5141190914671577,0.009308389511940051
USO,Commodity,250,1.0,0.06868998695158307,0.47966728280961185,0.022826546498980964
VNQ,Real Estate,250,1.0,0.4669019420563848,0.5356265356265356,0.012200653653704718
XLE,US Equity,250,1.0,-0.08886706003931706,0.5156441717791411,0.017254974877164108
XLF,US Equity,250,1.0,0.7560349278596701,0.5359578425294482,0.01307724915770359
XLK,US Equity,250,1.0,0.9698699060170226,0.5576448828606658,0.013464879539749524
XLP,US Equity,250,1.0,0.754909547616791,0.5381277123372598,0.00865300599806799
XLU,US Equity,250,1.0,0.5939785077554669,0.5426810477657935,0.011238497294548903
XLV,US Equity,250,1.0,0.8483931275350818,0.541897720271103,0.010008016606109844
